Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCF_040105105.1	57455	Polaromonas hydrogenivorans	335476		DSM 17735					GCF_040105105.1-RS_2024_06_09	6	6	Complete Genome	10.06.2024		6
GCF_001889165.1	ASM188916v1	Bacillus weihaiensis	1547283		Alg07					GCF_001889165.1-RS_2025_03_29	2	2	Complete Genome	05.12.2016		2
GCF_010092985.1	ASM1009298v1	Pontibacter pudoricolor	2694930		BT214					GCF_010092985.1-RS_2024_10_23	1	1	Complete Genome	03.02.2020		1
GCF_021650935.1	ASM2165093v1	Thiothrix winogradskyi	96472		CT3					GCF_021650935.1-RS_2025_04_07	3	3	Complete Genome	27.01.2022		3
GCF_033180165.1	ASM3318016v1	Shewanella youngdeokensis	2999068		DAU334					GCF_033180165.1-RS_2024_09_18	1	1	Complete Genome	01.11.2023		1
GCF_026247885.1	ASM2624788v1	Methylococcus mesophilus	2993564		16.май					GCF_026247885.1-RS_2024_10_23	1	1	Complete Genome	21.11.2022		1
GCF_963378075.1	MU0083_Flye_MinION	[Mycobacterium] kokjensenii	3064287		Mu0083			Mu0083		GCF_963378075.1-RS_2025_03_02	1	1	Complete Genome	23.08.2023		1
GCF_014805825.1	ASM1480582v1	Marinomonas algicola	2773454		SM1966					GCF_014805825.1-RS_2025_03_29	2	2	Complete Genome	30.09.2020		2
GCF_019968605.1	ASM1996860v1	Polaribacter litorisediminis	1908341		OITF-11					GCF_019968605.1-RS_2024_07_25	1	1	Complete Genome	14.09.2021		1
GCF_002224365.1	ASM222436v1	Virgibacillus necropolis	163877		LMG 19488					GCF_002224365.1-RS_2024_11_20	1	1	Complete Genome	24.07.2017		1
GCF_008973485.1	ASM897348v1	Psychrobacillus glaciei	2283160		PB01					GCF_008973485.1-RS_2024_11_18	2	2	Complete Genome	04.10.2019		2
GCF_000812665.2	ASM81266v2	Falsihalocynthiibacter arcticus	1579316		PAMC 20958					GCF_000812665.2-RS_2025_03_03	2	2	Complete Genome	25.02.2016		2
GCF_011044255.1	ASM1104425v1	Rhizorhabdus phycosphaerae	2711156		MK52					GCF_011044255.1-RS_2025_05_11	1	1	Complete Genome	01.03.2020		1
GCF_008033135.1	ASM803313v1	Chitinolyticbacter meiyuanensis	682798		SYBC-H1					GCF_008033135.1-RS_2024_09_02	1	1	Complete Genome	20.08.2019		1
GCF_019457515.1	ASM1945751v1	Shewanella mesophila	2864208		FJAT-53870					GCF_019457515.1-RS_2024_06_24	1	1	Complete Genome	06.08.2021		1
GCF_009557615.1	ASM955761v1	Sphingobacterium zhuxiongii	2662364		dk4302					GCF_009557615.1-RS_2024_12_29	1	1	Complete Genome	05.11.2019		1
GCF_017498525.1	ASM1749852v1	Ottowia testudinis	2816950		27C					GCF_017498525.1-RS_2025_05_31	1	1	Complete Genome	21.03.2021		1
GCF_019464535.1	ASM1946453v1	Horticoccus luteus	2862869		KSB-15					GCF_019464535.1-RS_2025_05_12	1	1	Complete Genome	09.08.2021		1
GCF_021044565.1	ASM2104456v1	Subtercola endophyticus	2895559		AK-R2A1-2					GCF_021044565.1-RS_2024_10_11	1	1	Complete Genome	05.12.2021		1
GCF_041953975.1	ASM4195397v1	Providencia zhejiangensis	3342829		SKLX146130					GCF_041953975.1-RS_2024_09_18	3	3	Complete Genome	19.09.2024		3
GCF_033798665.1	ASM3379866v1	Sanguibacter biliveldensis	3030830		04.янв					GCF_033798665.1-RS_2025_02_02	1	1	Complete Genome	18.11.2023		1
GCF_002499975.2	ASM249997v2	Alteromonas pelagimontana	1858656		05.дек					GCF_002499975.2-RS_2024_12_13	1	1	Complete Genome	11.05.2020		1
GCF_031583575.1	ASM3158357v1	Thalassotalea nanhaiensis	3065648		SQ345					GCF_031583575.1-RS_2024_11_20	1	1	Complete Genome	17.09.2023		1
GCF_016772275.1	ASM1677227v1	Heyndrickxia vini	1476025		JCM 19841					GCF_016772275.1-RS_2025_05_05	1	1	Complete Genome	29.01.2021		1
GCF_019703855.1	ASM1970385v1	Desulfomarina profundi	2772557		KT2					GCF_019703855.1-RS_2024_12_11	1	1	Complete Genome	07.06.2021		1
GCF_009388985.1	ASM938898v1	Halioglobus maricola	2601894		IMCC14385					GCF_009388985.1-RS_2025_03_29	1	1	Complete Genome	29.10.2019		1
GCF_000022265.1	ASM2226v1	Geotalea daltonii FRC-32	316067		FRC-32					GCF_000022265.1-RS_2024_12_09	1	1	Complete Genome	27.01.2009		1
GCF_030323265.1	ASM3032326v1	Aliirhizobium terrae	2926709		CC-CFT758					GCF_030323265.1-RS_2024_09_15	3	3	Complete Genome	22.06.2023		3
GCF_023517775.1	ASM2351777v1	Mixta hanseatica	2872648					X22927		GCF_023517775.1-RS_2024_06_24	5	5	Complete Genome	23.05.2022		5
GCF_023612255.1	ASM2361225v1	Luteibacter flocculans	2780091		EIF3					GCF_023612255.1-RS_2025_05_12	1	1	Complete Genome	31.05.2022		1
GCF_019930585.1	ASM1993058v1	Sphingomonas nostoxanthinifaciens	2872652		AK-PDB1-5					GCF_019930585.1-RS_2024_11_06	1	1	Complete Genome	12.09.2021		1
GCF_039679125.1	ASM3967912v1	Blastococcus montanus	3144973		HT6-4					GCF_039679125.1-RS_2024_12_02	1	1	Complete Genome	20.05.2024		1
GCF_018595685.2	ASM1859568v2	Flavihumibacter rivuli	2838156		IMCC34838					GCF_018595685.2-RS_2024_08_13	1	1	Complete Genome	23.02.2022		1
GCF_019504385.1	ASM1950438v1	Devosia salina	2860336		SCS-3					GCF_019504385.1-RS_2025_03_28	1	1	Complete Genome	10.08.2021		1
GCF_003353065.1	ASM335306v1	Cyclonatronum proteinivorum	1457365		Omega					GCF_003353065.1-RS_2024_12_13	1	1	Complete Genome	02.08.2018		1
GCF_007747445.1	ASM774744v1	Poriferisphaera corsica	2528020		KS4					GCF_007747445.1-RS_2024_10_11	1	1	Complete Genome	31.07.2019		1
GCF_041022165.1	ASM4102216v1	Sinomonas puerhi	3238584		P10A9					GCF_041022165.1-RS_2025_04_14	1	1	Complete Genome	04.08.2024		1
GCF_017901135.1	ASM1790113v1	Thiothrix litoralis	2891210		AS					GCF_017901135.1-RS_2024_12_09	1	1	Complete Genome	12.04.2021		1
GCF_023373525.1	ASM2337352v1	Brachybacterium kimchii	2942909		CBA3104					GCF_023373525.1-RS_2025_05_21	2	2	Complete Genome	16.05.2022		2
GCF_008275125.1	ASM827512v1	Chromobacterium paludis	2605945		IIBBL 257-1					GCF_008275125.1-RS_2024_12_11	1	1	Complete Genome	05.09.2019		1
GCF_004295665.1	ASM429566v1	Litorilituus sediminis	718192		JCM 17549					GCF_004295665.1-RS_2025_05_04	1	1	Complete Genome	25.02.2019		1
GCF_030295995.1	ASM3029599v1	Thalassotalea hakodatensis	3030492		PTE2					GCF_030295995.1-RS_2024_12_09	1	1	Complete Genome	01.04.2023		1
GCF_001913155.1	ASM191315v1	Maribacter hydrothermalis	1836467		T28					GCF_001913155.1-RS_2024_10_22	1	1	Complete Genome	21.12.2016		1
GCF_021049285.1	ASM2104928v1	Ruania halotolerans	2897773		M4N3S171					GCF_021049285.1-RS_2024_07_08	1	1	Complete Genome	06.12.2021		1
GCF_002085925.2	ASM208592v2	Thioclava electrotropha	1549850		Elox9					GCF_002085925.2-RS_2024_12_13	2	2	Complete Genome	18.12.2020		2
GCF_011420305.2	ASM1142030v2	Nocardioides ochotonae	2685869		ZJ1313					GCF_011420305.2-RS_2024_11_06	1	1	Complete Genome	29.09.2020		1
GCF_007197755.1	ASM719775v1	Ferrovibrio terrae	2594003		K5					GCF_007197755.1-RS_2025_05_04	1	1	Complete Genome	21.07.2019		1
GCF_026016465.1	ASM2601646v1	Alkalimarinus alittae	2961619		A2M4					GCF_026016465.1-RS_2024_11_27	1	1	Complete Genome	07.11.2022		1
GCF_011617705.1	ASM1161770v1	Brevibacterium limosum	2697565		o2					GCF_011617705.1-RS_2024_12_09	1	1	Complete Genome	23.03.2020		1
GCF_040703125.1	INU_Fova_1.0	Flavobacterium ovatum	1928857		KCTC 52693					GCF_040703125.1-RS_2024_07_14	1	1	Complete Genome	15.07.2024		1
GCF_001975705.1	ASM197570v1	Salipiger abyssi	1250539		JLT2014					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9	9	Complete Genome	30.01.2017		9
GCF_017354965.1	ASM1735496v1	Shewanella sedimentimangrovi	2814293		FJAT-52962					GCF_017354965.1-RS_2024_12_09	1	1	Complete Genome	15.03.2021		1
GCF_017309675.2	ASM1730967v2	Bacteroides humanifaecis	2792859		KGMB07931					GCF_017309675.2-RS_2024_10_23	1	1	Complete Genome	18.10.2021		1
GCF_022919095.1	ASM2291909v1	Halobacillus salinarum	2932257		SSBR10-3					GCF_022919095.1-RS_2024_11_06	1	1	Complete Genome	12.04.2022		1
GCF_000967425.1	ASM96742v1	Pseudorhizobium banfieldiae	1125847		NT-26					GCF_000967425.1-RS_2025_04_24	3	3	Complete Genome	17.12.2012		3
GCF_016834455.1	ASM1683445v1	Shewanella litorisediminis	1173586		SMK1-12					GCF_016834455.1-RS_2025_03_28	1	1	Complete Genome	08.02.2021		1
GCF_023169885.1	ASM2316988v1	Desulfofustis limnaeus	2740163		PPLL					GCF_023169885.1-RS_2024_07_08	1	1	Complete Genome	24.03.2022		1
GCF_030296615.1	ASM3029661v1	Frondihabitans sucicola	1268041		NBRC 108728					GCF_030296615.1-RS_2024_06_21	2	2	Complete Genome	24.03.2023		2
GCF_004135365.1	ASM413536v1	Paenibacillus protaetiae	2509456		FW100M-2					GCF_004135365.1-RS_2025_04_22	1	1	Complete Genome	03.02.2019		1
GCF_001524445.2	ASM152444v2	Burkholderia savannae	1637837		MSMB266					GCF_001524445.2-RS_2024_10_22	3	3	Complete Genome	02.09.2016		3
GCF_031656915.1	ASM3165691v1	Nocardioides terrisoli	3388267		YR1					GCF_031656915.1-RS_2024_12_29	1	1	Complete Genome	19.09.2023		1
GCF_003058465.1	ASM305846v1	Orrella marina	2163011		HZ20					GCF_003058465.1-RS_2024_12_09	1	1	Complete Genome	22.04.2018		1
GCF_001641285.1	ASM164128v1	Dyella thiooxydans	445710		ATSB10					GCF_001641285.1-RS_2025_05_05	1	1	Complete Genome	10.05.2016		1
GCF_038095605.1	ASM3809560v1	Gaopeijia maritima	3119007		DH-78					GCF_038095605.1-RS_2024_12_11	1	1	Complete Genome	25.11.2024		1
GCF_003076475.1	ASM307647v1	Flavobacterium kingsejongi	1678728		WV39					GCF_003076475.1-RS_2025_03_22	1	1	Complete Genome	01.05.2018		1
GCF_010731755.1	ASM1073175v1	Mycolicibacter minnesotensis	1118379		JCM 17932					GCF_010731755.1-RS_2024_12_16	1	1	Complete Genome	06.02.2020		1
GCF_004358445.1	ASM435844v1	Parashewanella tropica	2547970		MEBiC05444					GCF_004358445.1-RS_2025_05_04	1	1	Complete Genome	20.03.2019		1
GCF_029714185.1	ASM2971418v1	Halobacillus naozhouensis	554880		KCTC 13234					GCF_029714185.1-RS_2025_05_17	2	2	Complete Genome	13.04.2023		2
GCF_029892065.1	ASM2989206v1	Sinorhizobium garamanticum	680247		LMG 24692					GCF_029892065.1-RS_2025_04_28	3	3	Complete Genome	30.03.2023		3
GCF_004355225.1	ASM435522v1	Flavobacterium nackdongense	2547394		GS13					GCF_004355225.1-RS_2024_10_23	1	1	Complete Genome	19.03.2019		1
GCF_036621415.1	ASM3662141v1	Nitratireductor thuwali	2267699		Nit1536					GCF_036621415.1-RS_2025_04_05	3	3	Complete Genome	05.04.2024		3
GCF_014764365.1	ASM1476436v1	Roseococcus microcysteis	2771361		NIBR12					GCF_014764365.1-RS_2024_12_13	1	1	Complete Genome	27.09.2020		1
GCF_014127485.1	ASM1412748v1	Nocardioides dongkuii	2760089		S-713					GCF_014127485.1-RS_2025_04_27	1	1	Complete Genome	10.08.2020		1
GCF_013363755.1	ASM1336375v1	Comamonas antarctica	2743470		16-35-5					GCF_013363755.1-RS_2024_06_24	3	3	Complete Genome	20.06.2020		3
GCF_013624435.2	ASM1362443v2	Nocardioides campestrisoli	2736757		MC1495					GCF_013624435.2-RS_2024_11_06	1	1	Complete Genome	29.09.2020		1
GCF_001586255.1	ASM158625v1	Zhongshania aliphaticivorans	1470434		SM-2					GCF_001586255.1-RS_2025_03_03	1	1	Complete Genome	10.03.2016		1
GCF_017354945.1	ASM1735494v1	Shewanella avicenniae	2814294		FJAT-51800					GCF_017354945.1-RS_2024_12_09	1	1	Complete Genome	15.03.2021		1
GCF_015679265.1	ASM1567926v1	Pontivivens ytuae	2789856		MT2928					GCF_015679265.1-RS_2025_04_05	1	1	Complete Genome	24.11.2020		1
GCF_001746835.1	ASM174683v1	Lacunisphaera limnophila	1838286		IG16b					GCF_001746835.1-RS_2025_05_05	1	1	Complete Genome	26.09.2016		1
GCF_042847215.1	ASM4284721v1	Gilvimarinus japonicus	1796469		12.фев					GCF_042847215.1-RS_2024_11_20	1	1	Complete Genome	13.10.2024		1
GCF_023516435.1	ASM2351643v1	Jatrophihabitans telluris	2038343		N237					GCF_023516435.1-RS_2025_05_26	1	1	Complete Genome	22.05.2022		1
GCF_024508315.1	ASM2450831v1	Cellulomonas xiejunii	2968083		zg-B89					GCF_024508315.1-RS_2024_06_03	1	1	Complete Genome	03.08.2022		1
GCF_003940805.1	ASM394080v1	Tabrizicola piscis	2494374		K13M18					GCF_003940805.1-RS_2025_05_04	5	5	Complete Genome	12.12.2018		5
GCF_018389385.1	ASM1838938v1	Anthocerotibacter panamensis C109	2778476		C109					GCF_018389385.1-RS_2024_10_11	1	1	Complete Genome	17.05.2021		1
GCF_025642115.1	ASM2564211v1	Chitiniphilus purpureus	2981137		CD1					GCF_025642115.1-RS_2024_12_13	1	1	Complete Genome	11.10.2022		1
GCF_007859675.1	ASM785967v1	Humibacter ginsenosidimutans	2599293		WJ7-1					GCF_007859675.1-RS_2024_07_25	1	1	Complete Genome	07.08.2019		1
GCF_030866785.1	ASM3086678v1	Agromyces silvae	3388266		W11					GCF_030866785.1-RS_2024_12_22	1	1	Complete Genome	24.08.2023		1
GCF_009834925.2	ASM983492v2	Eggerthella guodeyinii	2690837		HF-1101					GCF_009834925.2-RS_2025_04_27	1	1	Complete Genome	29.10.2020		1
GCF_021398215.1	ASM2139821v1	Arthrobacter polaris	2813727		C1-1					GCF_021398215.1-RS_2024_12_09	1	1	Complete Genome	10.01.2022		1
GCF_020883455.1	ASM2088345v1	Spiribacter halobius	2182432		E85					GCF_020883455.1-RS_2024_09_02	1	1	Complete Genome	18.11.2021		1
GCF_001051995.2	ASM105199v2	Thauera humireducens	1134435		SgZ-1					GCF_001051995.2-RS_2025_03_03	1	1	Complete Genome	08.03.2016		1
GCF_006352065.1	ASM635206v1	Georgenia yuyongxinii	2589797		Z443					GCF_006352065.1-RS_2024_12_16	1	1	Complete Genome	18.06.2019		1
GCF_004322775.1	ASM432277v1	Ornithinimicrobium sufpigmenti	2508882		HY006					GCF_004322775.1-RS_2025_05_12	1	1	Complete Genome	03.03.2019		1
GCF_900217235.1	DPRO_PRJEB22548_v1	Pseudodesulfovibrio profundus	57320		500-1					GCF_900217235.1-RS_2024_12_09	3	3	Complete Genome	02.10.2017		3
GCF_902813185.1	Denitratisoma_oestradiolicum_DSM16959	Denitratisoma oestradiolicum	311182		DSM 16959					GCF_902813185.1-RS_2024_12_16	2	2	Complete Genome	06.08.2020		2
GCF_026810365.1	ASM2681036v2	Flavobacterium praedii	3002900		IMCC34515					GCF_026810365.1-RS_2024_06_10	1	1	Complete Genome	04.04.2023		1
GCF_000299335.2	ASM29933v2	Isoalcanivorax pacificus W11-5	391936		W11-5					GCF_000299335.2-RS_2025_03_27	1	1	Complete Genome	09.01.2015		1
GCF_037094465.1	ASM3709446v1	Pseudodesulfovibrio methanolicus	3126690		5S69					GCF_037094465.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_026168515.1	ASM2616851v1	Brevibacterium spongiae	2909672		WHS-Z9					GCF_026168515.1-RS_2025_05_21	2	2	Complete Genome	24.08.2022		2
GCF_010726955.1	ASM1072695v1	Mycolicibacterium fallax	1793		JCM 6405					GCF_010726955.1-RS_2024_12_09	1	1	Complete Genome	06.02.2020		1
GCF_011617245.1	ASM1161724v1	Brevibacterium atlanticum	2697563		WO024					GCF_011617245.1-RS_2024_12_09	1	1	Complete Genome	23.03.2020		1
GCF_011492965.1	ASM1149296v1	Rubrobacter marinus	2653852		SCSIO 52915					GCF_011492965.1-RS_2024_12_09	2	2	Complete Genome	19.03.2020		2
GCF_014672695.1	ASM1467269v1	Defluviicoccus vanus	111831		Ben 114					GCF_014672695.1-RS_2024_12_09	2	2	Complete Genome	21.09.2020		2
GCF_010731835.1	ASM1073183v1	Mycolicibacillus koreensis	1069220		JCM 19956					GCF_010731835.1-RS_2025_03_30	1	1	Complete Genome	06.02.2020		1
GCF_027924565.1	ASM2792456v1	Lysobacter auxotrophicus	2992573		5-21a					GCF_027924565.1-RS_2025_05_05	1	1	Complete Genome	21.11.2022		1
GCF_007833215.1	ASM783321v1	Sphingomonas suaedae	2599297		XS-10					GCF_007833215.1-RS_2025_04_05	1	1	Complete Genome	05.08.2019		1
GCF_022921115.1	ASM2292111v1	Halobacillus amylolyticus	2932259		SSHM10-5					GCF_022921115.1-RS_2024_11_06	2	2	Complete Genome	12.04.2022		2
GCF_019623905.1	ASM1962390v1	Neotabrizicola shimadae	2807096		N10					GCF_019623905.1-RS_2024_09_20	5	5	Complete Genome	16.08.2021		5
GCF_034259205.1	ASM3425920v1	Peredibacter starrii	28202		A3.12					GCF_034259205.1-RS_2024_12_09	1	1	Complete Genome	10.12.2023		1
GCF_041428575.1	SCACP	Sporomusa carbonis	3076075		ACPt					GCF_041428575.1-RS_2025_04_19	1	1	Complete Genome	21.04.2025		1
GCF_017569185.1	ASM1756918v1	Polaribacter cellanae	2818493		SM13					GCF_017569185.1-RS_2024_07_25	1	1	Complete Genome	23.03.2021		1
GCF_004851605.1	ASM485160v1	Hydrocarboniclastica marina	2259620		soil36-7					GCF_004851605.1-RS_2025_05_04	2	2	Complete Genome	24.04.2019		2
GCF_017068455.1	ASM1706845v1	Fulvivirga lutea	2810512		S481					GCF_017068455.1-RS_2024_10_23	1	1	Complete Genome	28.02.2021		1
GCF_017354985.1	ASM1735498v1	Shewanella cyperi	2814292		FJAT-53720					GCF_017354985.1-RS_2024_12_09	1	1	Complete Genome	15.03.2021		1
GCF_041902845.1	me31	Limibacterium fermenti	3229863		me31					GCF_041902845.1-RS_2025_03_08	2	2	Complete Genome	08.03.2025		2
GCF_019457475.1	ASM1945747v1	Shewanella acanthi	2864212		FJAT-51860					GCF_019457475.1-RS_2024_06_24	1	1	Complete Genome	06.08.2021		1
GCF_012295575.1	ASM1229557v1	Ferrimonas lipolytica	2724191		S7					GCF_012295575.1-RS_2025_03_28	1	1	Complete Genome	15.04.2020		1
GCF_038443705.2	ASM3844370v1	Yoonia rhodophyticola	3137370		SS1-5					GCF_038443705.2-RS_2024_09_07	2	2	Complete Genome	08.09.2024		2
GCF_006974145.1	ASM697414v1	Changchengzhania lutea	2049305		SM1355					GCF_006974145.1-RS_2024_10_23	1	1	Complete Genome	15.07.2019		1
GCF_008727795.1	ASM872779v1	Nitrincola iocasae	2614693		KXZD1103					GCF_008727795.1-RS_2024_12_09	2	2	Complete Genome	29.09.2019		2
GCF_005222225.1	ASM522222v1	Salinimonas lutimaris	914153		DPSR-4					GCF_005222225.1-RS_2024_12_13	1	1	Complete Genome	07.05.2019		1
GCF_029542625.1	ASM2954262v1	Tepidibacter hydrothermalis	3036126		SWIR-1					GCF_029542625.1-RS_2025_02_27	2	2	Complete Genome	03.04.2023		2
GCF_001854125.1	ASM185412v1	Marinobacter salinus	1874317		Hb8					GCF_001854125.1-RS_2025_03_05	1	1	Complete Genome	26.10.2016		1
GCF_024508275.1	ASM2450827v1	Cellulomonas wangsupingiae	2968085		zg-Y908					GCF_024508275.1-RS_2024_06_03	1	1	Complete Genome	03.08.2022		1
GCF_002893765.1	ASM289376v1	Pseudotamlana carrageenivorans	2069432		UJ94					GCF_002893765.1-RS_2025_04_05	1	1	Complete Genome	21.01.2018		1
GCF_031826515.1	ASM3182651v1	Thalassobellus suaedae	3074124		HL-DH10					GCF_031826515.1-RS_2025_02_16	1	1	Complete Genome	21.09.2023		1
GCF_028747805.1	ASM2874780v1	Solibacillus daqui	2912187		ZS111008			Daqu		GCF_028747805.1-RS_2025_03_27	1	1	Complete Genome	21.02.2023		1
GCF_022647505.1	ASM2264750v1	[Pantoea] beijingensis	1324864		JZB2120001					GCF_022647505.1-RS_2025_04_06	1	1	Complete Genome	21.03.2022		1
GCF_030271835.1	ASM3027183v1	Proteus appendicitidis	3034648		HZ0627					GCF_030271835.1-RS_2024_06_13	1	1	Complete Genome	14.06.2023		1
GCF_001729245.1	ASM172924v1	Leptospira tipperaryensis	2564040		GWTS#1					GCF_001729245.1-RS_2025_05_13	2	2	Complete Genome	16.09.2016		2
GCF_003574965.1	ASM357496v1	Hymenobacter oligotrophus	2319843		sh-6					GCF_003574965.1-RS_2024_12_11	4	4	Complete Genome	19.09.2018		4
GCF_003352005.1	ASM335200v1	Oceanobacillus zhaokaii	2052660		160					GCF_003352005.1-RS_2025_04_12	1	1	Complete Genome	01.08.2018		1
GCF_017792025.1	ASM1779202v1	Sediminibacillus dalangtanensis	2729421		DP4-553-S					GCF_017792025.1-RS_2024_09_12	1	1	Complete Genome	06.04.2021		1
GCF_003600625.1	ASM360062v1	Arachidicoccus soli	2341117		KIS59-12					GCF_003600625.1-RS_2024_10_23	1	1	Complete Genome	27.09.2018		1
GCF_033100095.1	ASM3310009v1	Diaphorobacter limosus	3036128		Y-1					GCF_033100095.1-RS_2024_05_12	1	1	Complete Genome	29.10.2023		1
GCF_044501755.1	ASM4450175v1	Sphingomonas albertensis	2762591		LMG 32139					GCF_044501755.1-RS_2024_11_06	1	1	Complete Genome	08.11.2024		1
GCF_021390075.1	ASM2139007v1	Cytobacillus spongiae	2901381		CY-G					GCF_021390075.1-RS_2024_06_10	2	2	Complete Genome	08.01.2022		2
GCF_030845195.1	ASM3084519v1	Sanyastnella coralliicola	3069118		SCSIO 12813					GCF_030845195.1-RS_2024_06_23	1	1	Complete Genome	20.08.2023		1
GCF_047456275.1	118465	Acetobacterium carbinolicum	52690		DSM 2925					GCF_047456275.1-RS_2025_02_06	1	1	Complete Genome	06.02.2025		1
GCF_015476115.1	ASM1547611v1	Aegicerativicinus sediminis	2893202		SM2-F					GCF_015476115.1-RS_2024_10_23	1	1	Complete Genome	15.11.2020		1
GCF_025231525.1	ASM2523152v1	Sphingomonas endolithica	2972485		ZFBP2030					GCF_025231525.1-RS_2025_03_03	1	1	Complete Genome	16.09.2022		1
GCF_007197575.1	ASM719757v1	Ornithinimicrobium ciconiae	2594265		H23M54					GCF_007197575.1-RS_2024_12_09	1	1	Complete Genome	20.07.2019		1
GCF_019931675.1	ASM1993167v1	Nocardioides rotundus	1774216		MCCC 1A10561					GCF_019931675.1-RS_2024_11_06	1	1	Complete Genome	13.09.2021		1
GCF_016132545.1	ASM1613254v1	Spongiibacter nanhainus	2794344		csc3.9					GCF_016132545.1-RS_2025_03_23	1	1	Complete Genome	21.12.2020		1
GCF_018388445.1	ASM1838844v1	Cellulomonas wangleii	2816956		zg-ZUI222					GCF_018388445.1-RS_2024_12_09	1	1	Complete Genome	17.05.2021		1
GCF_003367375.1	ASM336737v1	Gallaecimonas mangrovi	2291597		HK-28					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1	1	Complete Genome	08.08.2018		1
GCF_002216775.1	ASM221677v1	Virgibacillus phasianinus	2017483		LM2416					GCF_002216775.1-RS_2025_05_03	1	1	Complete Genome	12.07.2017		1
GCF_018802605.1	ASM1880260v1	Paludibacterium paludis	1225769		BCRC 80514					GCF_018802605.1-RS_2025_04_27	1	1	Complete Genome	09.06.2021		1
GCF_013372285.1	ASM1337228v1	Marinomonas primoryensis	178399		MPKMM3633					GCF_013372285.1-RS_2025_04_27	1	1	Complete Genome	24.06.2020		1
GCF_025345565.1	ASM2534556v1	Thalassolituus hydrocarboniclasticus	2742796		alknpb1M-1					GCF_025345565.1-RS_2024_07_15	1	1	Complete Genome	21.09.2022		1
GCF_023746535.1	ASM2374653v1	Sneathiella marina	2950108		PHK-P5					GCF_023746535.1-RS_2025_03_29	1	1	Complete Genome	16.06.2022		1
GCF_028735875.1	ASM2873587v1	Shouchella hunanensis	766894		DSM 23008					GCF_028735875.1-RS_2024_06_17	1	1	Complete Genome	19.02.2023		1
GCF_001677435.1	ASM167743v1	Woeseia oceani	1548547		XK5					GCF_001677435.1-RS_2024_12_11	1	1	Complete Genome	30.06.2016		1
GCF_014926585.1	ASM1492658v1	Devosia beringensis	2657486		S02					GCF_014926585.1-RS_2024_12_13	1	1	Complete Genome	23.10.2020		1
GCF_025787225.1	ASM2578722v1	Saxibacter everestensis	2909229		ZFBP1038					GCF_025787225.1-RS_2024_06_15	1	1	Complete Genome	21.10.2022		1
GCF_003710085.1	ASM371008v1	Nocardioides pantholopis	2483798		603					GCF_003710085.1-RS_2024_11_06	1	1	Complete Genome	03.11.2018		1
GCF_015240255.1	ASM1524025v1	Kordiimonas pumila	2161677		N18					GCF_015240255.1-RS_2024_10_16	1	1	Complete Genome	05.11.2020		1
GCF_022760175.1	ASM2276017v1	Zhouia spongiae	2202721		HN-Y44					GCF_022760175.1-RS_2025_04_12	1	1	Complete Genome	31.03.2022		1
